,Returns,Variance,clusters,sharpe
MMC,0.2675585875188507,0.198848209382935,0,1.3455418499826448
GM,0.3897362168937233,0.4188676992543739,4,0.9304518290321564
CI,0.1924257386419278,0.3059971005135834,0,0.6288482417609899
F,0.6352557731148502,0.4447891818385706,4,1.4282176794160577
DUK,0.1633696518406068,0.195260848633918,1,0.8366738800101094
CME,0.1517007148520453,0.2505732039380933,1,0.6054147549213785
TFC,0.2256301381483486,0.3790469770490609,0,0.5952563977819163
TJX,0.1759449209931781,0.3180240880597612,1,0.5532440076052213
USB,0.2319076851367095,0.346927392175784,0,0.6684617310909962
PNC,0.2981443406871452,0.3211713904749609,0,0.9283029233900242
ZTS,0.1931048824639697,0.2341284542101359,0,0.8247817768046831
MO,0.2171375743913986,0.2293659035258213,0,0.9466863690441848
SYK,0.1888007932340065,0.274753440162286,0,0.6871644377682383
SPGI,0.1682754109958117,0.2439957476361181,1,0.6896653430483896
BKNG,0.3014656410711644,0.3955032397860289,0,0.7622330508196601
MMM,0.0114163332770073,0.2269821006298623,1,0.0502961830264486
TGT,0.3952555758047671,0.2678748244909227,0,1.4755234149230805
NOW,0.233434851114088,0.4089390970916345,0,0.570830357806997
ANTM,0.3503576633557262,0.2863927175818419,0,1.2233469702511033
LMT,0.0927701460386263,0.2377313401919489,1,0.3902310312292941
AMT,0.0380201397139567,0.2400137360366132,1,0.1584081825556721
EL,0.2526624343393711,0.2971247314039469,0,0.850358141328436
PLD,0.3359022381787185,0.2435903556332792,0,1.3789636182657952
BA,0.1800973721987854,0.4889702492684148,1,0.3683196932088254
GS,0.3241146864020678,0.3077751428054414,0,1.053089224320352
CAT,0.3812592660075539,0.2992005423583792,0,1.274259942854267
DE,0.5724491889130064,0.3108927867357927,4,1.8413074002887475
COP,0.5208484951229322,0.4212826600120471,4,1.2363397418446744
IBM,0.0745531648298812,0.2551958459468797,1,0.292140981187444
AMD,0.3672915843888151,0.4982276300359028,4,0.737196338072113
C,0.0975822479527463,0.3592896226006579,1,0.2715977356830222
AXP,0.4203751889047363,0.3688566841086525,4,1.139670790894244
RTX,0.2885120700929833,0.3127456128763256,0,0.9225135644255212
HON,0.212637447994412,0.2553962220499994,0,0.8325786743735918
MDT,0.074970381347013,0.2418368311977639,1,0.3100039848177859
CVS,0.2675543580069092,0.2465462528724782,0,1.085209590045147
BMY,0.1331252700318136,0.203884072141521,1,0.6529459051583393
NEE,-0.239442094014626,0.5882415931325372,1,-0.4070472010310177
LOW,0.3441100992167072,0.2727527819363635,0,1.2616190264816152
UNP,0.2372675234371067,0.2416097812134069,0,0.9820278063475222
PM,0.1806716513534561,0.222284428439248,0,0.8127949070568162
LIN,0.2996256448368836,0.2486027780732331,0,1.2052385221078272
UPS,0.3913158403922664,0.3054779409264215,0,1.2809954106850556
SCHW,0.3769078235986693,0.3606437551670238,4,1.045097324433396
T,-0.1911292731615265,0.2599327523033725,1,-0.7353027714585806
MS,0.4290745856407051,0.3254259530232102,4,1.3185014337504373
MCD,0.1737572242653649,0.1772029629939521,0,0.9805548469936994
DHR,0.2539920128732139,0.2493453519548331,0,1.0186354422970052
MRK,0.0965125235733695,0.2218238511451139,1,0.4350863222108268
CRM,0.1176231225737285,0.3915323109863406,1,0.300417409427627
ABT,0.1472412542917064,0.2439884142167631,1,0.6034764181912957
ORCL,0.2112762880690595,0.2693912669211323,0,0.7842729665431707
VZ,-0.0841757473175928,0.1639150408088272,1,-0.5135327844365811
TMO,0.2994722727249587,0.2654253618368656,0,1.1282730129949632
ACN,0.2899745145900962,0.2512423722165731,0,1.1541624608612424
WFC,0.31480748964675,0.4013589375022167,0,0.784354003939457
LLY,0.3758072505855835,0.3266583356028588,0,1.1504596994043297
NKE,0.2324669108806979,0.3000028818896715,0,0.7748822591850618
PEP,0.1493202822319304,0.162049107410803,1,0.9214508158529724
ABBV,0.3191176732793674,0.2258001248736341,0,1.4132750079653726
DIS,0.0887460848743048,0.3162043636905931,1,0.2806605318108232
KO,0.1982224323765157,0.1905826067583749,0,1.0400866886442937
CVX,0.3207634695821139,0.3182844427168504,0,1.0077887151634015
PFE,0.1723842947137133,0.2803416344360718,1,0.6149079321039032
XOM,0.3863461893734931,0.3595881858918443,4,1.0744129104666886
MA,0.1990572061932208,0.3119552554948844,0,0.638095376458516
BAC,0.2787909992757538,0.3382748833374633,0,0.8241551856441902
HD,0.1798173177421773,0.2342473821736755,0,0.7676385369756544
WMT,0.1241598182058481,0.1873763751439341,1,0.6626225857473983
PG,0.1779560996308237,0.1659254692893507,0,1.0725062306166706
JPM,0.174286151135468,0.2992606871093468,1,0.582389062923543
UNH,0.3134586606716205,0.2335373736282305,0,1.3422205439828965
JNJ,0.1121558547711671,0.1644940262952115,1,0.6818232691920683
V,0.1313098074147122,0.2675431636115226,1,0.4907985898132551
ETHUSD,1.7322659207849271,0.9307065647179557,2,1.8612374581347009
BTCUSD,0.9736041726709118,0.7034585329555431,3,1.38402496673168
